user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness,semantic_similarity,question_id
Quelle est la classe pharma du médicament kyncept 10mg comp orodispersible?,"[""L'allaitement est à éviter pendant le traitement en raison du passage dans le lait maternel.\n\nDemandez conseil à votre médecin ou à votre pharmacien avant de prendre tout médicament.\n\n## Sportifs\n\nCette spécialité contient un principe actif pouvant induire une réaction positive des tests pratiquês lors des contrôles antidopages.\n\nEffets sur l'aptitude à conduire des véhicules ou à utiliser des machines\n\nSans objet.\n\n## 3. COMMENTPRENDRESOLUPREDORO 5 mg, comprimé orodispersible ?\n\n## ~"", ""Comme tous les médicaments, SOLUPREDORO 5 mg, comprimé orodispersible est susceptible d'avoir des effets indésirables, bien que tout le monde n'y soit pas sujet. Ce médicament, indispensable, est le plus souvent bien toléré lorsque l'on suit les recommandations et notamment le régime (voir rubrique · Faites attention avec SOLUPREDORO.5 mg, comprimé orodispersible »]. Il peut néanmoins entraîner, selon la dose et la duree du traitement, des effets plus ou rnoms gênants."", ""Elle est déterminée par votre médecin.\n\nEn cas de traitement prolongé, ne pas arrêter brutalement le traitement mais suivre les recommandations de votre médecin pour la diminution des doses.\n\n## Svmptômes et instructions en cas de surdosage\n\nSans objet.\n\nlnstructionsen cas d'omission d'une ou de plusieurs doses SIvous oubliez de prendre SOLUPRED ORO5 mg, comprimé\n\norodispersible:"", ""## Mises en garde et précautions d'emploi\n\nAdressez-vous à votre médecin ou votre pharmacien avant de prendre RISPERDALORO 1 mg, comprimé orodispersible si :"", ""Si vous prenez ou avez pris récemment un autre médicament, y compris un médicament obtenu sans ordonnance, parlez-en à votre médecin ou à votre pharmacien.\n\n## THEOSTAT 300 mg A LIBERATION PROLONGEE, comprimé sécable avec des aliments, boissons et l'alcool"", ""Demandez à votre médecin ou votre pharmacien plus d'informations sur les effets indésirables.\n\nSi vous remarquez des effets indésirables non mentionnés dans cette notice, ou si certains effets indésirables deviennent graves, veuillez en informer votre médecin ou votre pharmacien.\n\n## 5. COMMENT CONSERVER SINGULAIR 5 mg, comprimé à croquer ?\n\nTenir hors de la portée et de la vue des enfants.\n\n## Date de péremption""]",Information non trouvée dans le contexte fourni. Veuillez consulter un professionnel de santé.,KYNCEPT 10mg appartient à la classe des médicaments appelés inhibiteurs de l'acétylcholinestérase,0.0,0.0,0.49999999995,0.0,0.031410730569149226,0.1256429222765969,Q31
Zyloric 100mg comp est utilisé pour traiter quels problemes de sante ?,"[""Agence nationale de sécurité du médicament et des produits de santé (ANSM) et réseau des Centres Régionaux de Pharmacovigilance Site internet : www.ansm.sante.fr\n\nEn signalant les effets indésirables, vous contribuez à fournir davantage d'informations sur la sécurité du médicament.\n\n## 5. COMMENT CONSERVER ZYLORIC 100 mg, comprimé ?\n\nTenir ce médicament hors de la vue et de la portée des enfants."", ""N'arrêtez pas de prendre ZYLORIC 100 mg, comprimé sans en avoir parlé avec votre médecin.\n\nSi vous avez d'autres questions sur l'utilisation de ce médicament, demandez plus d'informations à votre médecin ou à votre pharmacien.\n\n## 4. QUELS SONT LES EFFETS INDESIRABLES EVENTUELS ?\n\nComme tous les médicaments, ZYLORIC 100 mg, comprimé est susceptible d'entrainer des effets indésirables, mais ils ne surviennent pas systématiquement chez tout le monde."", ""## Enfants\n\nSans objet.\n\n## Autres médicaments et ZYLORIC 100 mg, comprimé\n\nInformez votre médecin ou pharmacien si vous prenez, avez récemment pris ou pourriez prendre l'un des médicaments suivants :"", ""Dans de rares cas, la prise de ce médicament peut entraîner des étourdissements, des vertiges, ou des problèmes de coordination. Si c'est le cas, ne conduisez pas ou n'utilisez pas d'outils ou de machines.\n\nZYLORIC 100 mg, comprimé contient du lactose.\n\nSi votre médecin vous a dit que vous aviez une intolérance à certains sucres, contactez votre médecin avant de prendre ce médicament.\n\n## 3. COMMENT PRENDRE ZYLORIC 100 mg, comprimé ?"", ""L'utilisation de ce médicament est déconseillée, sauf avis contraire de votre médecin, pendant la grossesse.\n\nEn raison du passage de ce médicament dans le lait maternel, il est donc conseillé de ne pas prendre ZYLORIC 100 mg, comprimé au cours de l'allaitement.\n\n## Sportifs\n\nSans objet.\n\n## Conduite de véhicules et utilisation de machines"", ""## Dénomination du médicament\n\n<!-- image -->\n\n## ZYLORIC 100 mg, comprimé Allopurinol\n\n## Encadré\n\nVeuillez lire attentivement l'intégralité de cette notice avant de prendre ce médicament car elle contient des informations importantes pour vous.""]","Ceci signifie que : ZYLORIC 100 mg, comprimé est utilisé pour traiter les problèmes de santé liés à des taux élevés d'acide urique dans le sang, tels que la goutte, les calculs rénaux ou d'autres affections, ainsi que des taux élevés d'acide urique dans le sang dus à certains médicaments ou à une chimiothérapie.","ZYLORIC 100 mg, comprimé est utilisé pour réduire la formation de dépôts d’acide urique responsables de la goutte, de certains types de calculs rénaux ZYLORIC 100 mg, comprimé est utilisé pour réduire ou prévenir la formation de dépôts d’acide urique responsables de la goutte, de certains types de calculs rénaux .",0.25,0.66211576133269,0.8766666666491333,1.0,0.6026280984749975,0.7741487575363538,Q32
 quels sont les contre indication de lamitor 5mg comp dispers ?,"[""## Il est utilisé dans :\n\n- \uf0a7 le traitement de l' épilepsie , seul ou en complément des traitements classiques lorsque ceux-ci ne parviennent pas à prévenir la survenue des crises ;\n- \uf0a7 la prévention des épisodes dépressifs associés à un trouble bipolaire .\n\n## Présentations du médicament LAMITOR ®\n\nLAMITOR ® 25 mg\n\n: comprimé; boîte de 60\n\nLAMITOR ® 50 mg\n\n: comprimé ; boîte de 40\n\nLAMITOR ®  5 mg\n\n: comprimé dispersible ; boîte de 30\n\n## Composition du médicament LAMITOR ®"", ""Les comprimés dispersibles LAMITOR ®  5 mg peuvent être avalés tels quels, croqués ou dissous dans un peu d'eau (pour l'enfant de moins de 6 ans, ils doivent être dissous). Ils peuvent être pris indifféremment au cours ou en dehors des repas.\n\n## Posologie usuelle :\n\nLa posologie est variable d'un sujet à l'autre. Elle ne dépend pas de la gravité des troubles mais de la réaction de chacun.\n\nSeul le médecin peut la définir.\n\nMode d'administration : voie orale.\n\n## Conseils"", '## Composition du médicament LAMITOR ®\n\n|             | p cp   | p cp   | p cp   |\n|-------------|--------|--------|--------|\n| Lamotrigine | 25 mg  | 50 mg  | 5 mg   |\n\n## Contre-indications du médicament LAMITOR ®\n\nCe médicament ne doit pas être utilisé dans les cas suivants :', '--- Page 1 ---\n\nal ELKENDI\nlamcbriol ne\n\n## Composition: \nAmiral 5mg : chaque comprimé dispersible contient 5 mg de lamotigine.\n\nAiraf 25mg : chaque comprimé dispersile contient 25 mg de lamotrigne.\n\nAmiral 100mg : chaque comprimé dispersible contient 100 mg de lamotrgine.\n\nExcipients : carbonate de sorbol cacique, celluose microcristaline, crospovidone, amidon de mais, talk, sacchanne\nsodique, stéaryle fumarate sodique, aerosi et arôme de groseile', ""Ne jetez aucun médicament au tout-à-l'égout ou avec les ordures ménagères. Demandez à votre pharmacien d'éliminer les médicaments que vous n'utilisez plus. Ces mesures contribueront à protéger l'environnement.\n\n## 6. CONTENU DE L'EMBALLAGE ET AUTRES INFORMATIONS\n\n## Ce que contient GLUCOVANCE 500 mg/5 mg, comprimé pelliculé\n\n- · Les substances actives sont :"", 'Comme tous les médicaments, HEMI-DAONIL 2,5 mg, comprimé sécable peut provoquer des effets indésirables, mais ils ne surviennent pas systématiquement chez tout le monde.']",Ceci signifie que : les contre-indications du médicament LAMITOR ® 5 mg comprimé dispersible incluent l'insuffisance hépatique sévère et certaines associations médicamenteuses.,"Lamitor 5mg comprimé dispersible ne doit pas être utilisé chez l'enfant de moins de 2 ans, en association avec le millepertuis, et pendant l'allaitement. ",0.0,0.8691410678772679,0.8055555555287036,0.3333333333333333,0.18692761896797655,0.7477104758719062,Q33
comment conserver le medicament zinnat 250mg comp?,"['## Dénomination du médicament\n\n<!-- image -->\n\n## ZINNAT 250 mg, comprimé pelliculé Céfuroxime\n\n## Encadré\n\nVeuillez lire attentivement cette notice avant de prendre ce médicament car elle contient des informations importantes pour vous.', ""En signalant les effets indésirables, vous contribuez à fournir davantage d'informations sur la sécurité du médicament.\n\n## 5. COMMENT CONSERVER ZINNAT 250 mg, comprimé pelliculé?\n\nTenir ce médicament hors de la vue et de la portée des enfants.\n\nN'utilisez pas ce médicament après la date de péremption indiquée sur la boîte après EXP. La date de péremption fait référence au dernier jour du mois mentionné.\n\nA conserver à une température ne dépassant pas 30°C."", ""## Avertissements et précautions\n\nAdressez-vous à votre médecin ou à votre pharmacien avant de prendre Zinnat 250 mg, comprimé pelliculé Enfants\n\nZinnat est déconseillé chez les enfants âgés de moins de 3 mois car la sécurité et l'efficacité ne sont pas connues dans cette tranche d'âge."", ""Agence nationale de sécurité du médicament et des produits de santé (ANSM) et réseau des Centres Régionaux de Pharmacovigilance Site internet : www.ansm.sante.fr\n\nEn signalant les effets indésirables, vous contribuez à fournir davantage d'informations sur la sécurité du médicament.\n\n## 5. COMMENT CONSERVER ZYLORIC 100 mg, comprimé ?\n\nTenir ce médicament hors de la vue et de la portée des enfants."", ""## 5. Comment conserver Zometa\n\nVotre médecin, pharmacien ou infirm ière savent dans quelles conditions conserver correctem ent Zom eta (voir rubrique 6).\n\n## 6. Contenu de l'em ballage et autres inform ations\n\n## Ce que contient Z ometa"", ""Si vous avez pris plus de Zinnat que vous n'auriez dû, vous pouvez présenter des troubles neurologiques, en particulier vous avez un risque plus important d'avoir des convulsions.\n\nN'attendez pas. Contactez immédiatement votre médecin ou le service d'urgences de l'hôpital le plus proche. Si possible, montrez-leur la boîte de Zinnat.\n\n## Si vous oubliez de prendre ZINNAT 250 mg, comprimé pelliculé""]",Information non trouvée dans le contexte fourni. Veuillez consulter un professionnel de santé.,Conservez-le à une température ne dépassant pas 30°C,0.0,0.0,0.5833333333041666,1.0,0.5684416298927676,0.27376651957107034,Q34
"Que contient le médicament trois B 125MG 125MG 0,55MG ?","['Respectez toujours la posologie indiquée par votre médecin. En cas de doute, consultez votre médecin ou votre pharmacien.\n\n## Posologie\n\nAvant et pendant le traitement par Navelbine, votre médecin vérifiera votre bilan sanguin pour déterminer à quel moment vous devez commencer le traitement et à quelle dose. Votre médecin vous indiquera le nombre et le dosage des capsules que vous devez prendre par semaine.\n\nLa dose totale ne doit jamais dépasser 160 mg par semaine.', ""D'une fagon générale, il  convient, au cours de la grossesse ou de Pallaitement de toujours demander l'avis de votre médecin ou de votre pharmacien  avant  d'utiliser un  médicament.\n\n<!-- image -->\n\n## COMMENT PRENDRE CE MÉDICAMENT\n\nMode  et  vole  d'administration\n\nLa dose initiale  recommandée est de 1600 mg/jour (4x400 mg) soit 2 élules matin et soir."", '- · Ce médicament contient 3,5 mg de sodium par millilitre, il faut en tenir compte chez les personnes suivant un régime pauvre en sel strict. Prévenez votre médecin si vous suivez un tel régime.', 'Comme tous les médicaments, HEMI-DAONIL 2,5 mg, comprimé sécable peut provoquer des effets indésirables, mais ils ne surviennent pas systématiquement chez tout le monde.', ""07/13B201l173\n\nWlne. 400 mg:\n\n07l13B294/173\n\n## «&gt; est une marque déposée\n\n## Ceci est un médicament\n\n· Un médicamentest un produit qui utilisé en dehors de ses prescriptionspeut nuire à votre santé.\n\n- Se conformer strictement à l'ordonnance de votre médecin et aux conseils du pharmacien.\n\n· Le médecin et pharmacien connaissent les risques éventuels de ce médicament.\n\n·Ne pas interrompre le traitement sans l'accord de votre médecin ou pharmacien."", '## Dénomination du médicament\n\n<!-- image -->\n\n## TRIATEC 1,25 mg, comprimé Ramipril\n\n## Encadré\n\nVeuillez lire attentivement cette notice avant de prendre ce médicament car elle contient des informations importantes pour vous.']",Ceci signifie que : Le médicament nommé Navelbine est utilisé dans un contexte de traitement médical et nécessite une surveillance par un médecin pour déterminer la posologie adéquate.,"Il contient 125 mg de vitamine B1, 125 mg de vitamine B6 et 0,55 mg de vitamine B12. ",0.6666666666666666,0.5261996117999196,0.8666666666377778,1.0,0.04201384708768353,0.1680553883507341,Q35
"TROIS B 125MG 125MG 0,55MG nécessite-t-il une ordonnance médicale ?","['Respectez toujours la posologie indiquée par votre médecin. En cas de doute, consultez votre médecin ou votre pharmacien.\n\n## Posologie\n\nAvant et pendant le traitement par Navelbine, votre médecin vérifiera votre bilan sanguin pour déterminer à quel moment vous devez commencer le traitement et à quelle dose. Votre médecin vous indiquera le nombre et le dosage des capsules que vous devez prendre par semaine.\n\nLa dose totale ne doit jamais dépasser 160 mg par semaine.', '## Posologie tt\\_ d\'\\_lrristrotion:\n\n- Hyper1ensiorl ar1érietto····· \\_: 12.5 mg unebs par jeu. les deuxpreniers jotn p!is 25 mg une fois par jeu . .Ijris deux semaines. si r\\_ est \\_. augmentar ta dose à 50mg par jeu (dose ""\'-). Chez les patients égés, 12,5 mg par jeu SlBent parfois pour un \\_ adéquat de la pression art6rioIe.', ""<!-- image -->\n\n<!-- image -->\n\nVeuillez lire attentivement  cette notice avant  de  prendre ce médicament.\n\nSi vous  avez  des questions, si vous  avez un doute,  demandez  plus d'informations à votre médecin ou à votre pharmacien.\n\nGardez cette notice, vous pourriez avoir besoin de vous  y référer à nouveau.\n\n## IDENTIFICATION  DU  MÉDICAMENT\n\nComposition :\n\npar comprimé\n\nDIOSMINE neo rene mennee sin\n\nsept  oe  es  -mnrse  600  mg"", ""07/13B201l173\n\nWlne. 400 mg:\n\n07l13B294/173\n\n## «&gt; est une marque déposée\n\n## Ceci est un médicament\n\n· Un médicamentest un produit qui utilisé en dehors de ses prescriptionspeut nuire à votre santé.\n\n- Se conformer strictement à l'ordonnance de votre médecin et aux conseils du pharmacien.\n\n· Le médecin et pharmacien connaissent les risques éventuels de ce médicament.\n\n·Ne pas interrompre le traitement sans l'accord de votre médecin ou pharmacien."", '## Dénomination du médicament\n\n## DOLIPRANE 150 mg, poudre pour solution buvable en sachet-dose\n\n## Encadré\n\nVeuillez lire attentivement cette notice avant de prendre ce médicament. Elle contient des informations importantes pour votre traitement.', ""- · Problèmes rénaux modérés: 5 mg à 10 mg par jour.\n- · Problèmes rénaux graves: 2,5 mg par jour.\n- · Si vous êtes hémodialysé: 2,5 mg par jour. Durant les jours sans dialyse, votre dose pourra être modifiée selon l'état de votre tension artérielle.\n\n## Patients âgés:\n\nVotre médecin décidera de la dose en fonction de l'état de santé de vos reins.\n\n## Enfants:""]",Information non trouvée dans le contexte fourni. Veuillez consulter un professionnel de santé.,"Oui , il necessite une ordonnance medicale.",0.6666666666666666,0.0,0.7499999999625,1.0,0.41386366859092644,0.45545467436370557,Q36
"Quels sont les dangers de prendre des doses élevées de TROIS B 125MG 125MG 0,55MG ?","[""En cas de surdosage ou d'intoxication accidentelle, prévenir immédiatement votre médecin.\n\n## Instructions en cas d'omission d'une ou de plusieurs doses\n\n## Si vous oubliez de prendre ISORYTHM L.P. 250 mg, gélule à libération prolongée:\n\nNe prenez pas de dose double pour compenser la dose que vous avez oublié de prendre, mais continuez votre traitement normalement.\n\n## Risque de syndrome de sevrage\n\nSans objet.\n\n## 4. QUELS SONT LES EFFETS INDESIRABLES EVENTUELS ?"", ""## Combien en prendre\n\nLa dose recommandée est de 300 mg (trois comprimés de 100 mg) deux fois par jour le 1 er jour, puis de 300 mg (trois comprimés de 100 mg) une fois par jour, les jours suivants.\n\nLa durée du traitement peut dépendre de la nature de l'infection que vous avez et peut être adaptée au cas par cas par votre médecin. N'adaptez pas votre dose ou ne changez pas votre traitement vousmême avant d'avoir consulté votre médecin.\n\n## Prendre ce médicament"", ""## 12OMISSION D'UNE OU PLUSIEURS DOSES :\n\nSi vous oubliez de prendreSAN MYCO 50 mg, gélule: e prenez pas de dose double n pour compenser la dose simple que vous avez oublié de prendre.\n\nCe  médicament  NE  DOIT  GENERALEMENT  PAS  ETRE  U TILISE  en  association  avec l'halofantrine (médicament utilisé dans le traitement du paludisme).\n\nEN  CAS  DE  DOUTE,  IL  EST  INDISPENSABLE  DE  DEMANDER  L'AVIS  DE  VOTRE MEDECIN OU DE VOTRE PHARMACIEN.\n\n## 13-CONDITIONS DE CONSERVATION S"", ""En cas de surdosage ou d'intoxication accidentelle, prévenir en urgence un médecin.\n\n## Instructions en cas d'omission d'une ou de plusieurs doses\n\nSi vous oubliez de prendre DOLIPRANE 150 mg, poudre pour solution buvable en sachet-dose:\n\nNe prenez pas de dose double pour compenser la dose simple que vous avez oublié de prendre.\n\n## Risque de syndrome de sevrage\n\nSans objet.\n\n## 4. QUELS SONT LES EFFETS INDESIRABLES EVENTUELS ?\n\n## Description des effets indésirables"", ""Ne prenez pas de dose double pour compenser la dose que vous avez oublié de prendre.\n\n## Risque de syndrome de sevrage\n\n## Si vous arrêtez de prendre ANAFRANIL 75 mg, comprimé pelliculé sécable:\n\nDe rares cas de syndrome de sevrage (maux de tête, malaises, nausées, anxiété, troubles du sommeil) ayant été observés à l'arrêt du traitement, ne pas interrompre celui-ci sans l'avis de votre médecin.\n\n## 4. QUELS SONT LES EFFETS INDESIRABLES EVENTUELS ?\n\n## Description des effets indésirables"", ""## Mises en garde et précautions d'emploi\n\n## Consultez votre médecin avant de prendre TRILEPTAL 150 mg, comprimé pelliculé si un des cas suivants vous concerne :""]",Information non trouvée dans le contexte fourni. Veuillez consulter un professionnel de santé.,"De fortes doses de vitamine B12 peuvent induire une acné.De très fortes doses prolongées de vitamine B6 (≥ 500 mg pendant plus de 5 mois) peuvent entraîner des neuropathies sensitives périphériques, généralement réversibles après arrêt du traitement.",0.5,0.0,0.7499999999625,0.0,0.02983169033850394,0.11932676135401576,Q37
quelle est la dose recommende par jour de curacne 5mg caps?,"['## Dénomination du médicament\n\n<!-- image -->\n\n## CURACNE 5 mg, capsule molle Isotrétinoïne\n\n## Encadré\n\nVeuillez lire attentivement cette notice avant de prendre ce médicament car elle contient des informations importantes pour vous.', ""## Sommaire notice\n\n## Dans cette notice :\n\n- 1. QU'EST-CE QUE CURACNE 5 mg, capsule molle ET DANS QUELS CAS EST-IL UTILISE ?\n- 2. QUELLES SONT LES INFORMATIONS A CONNAITRE AVANT DE PRENDRE CURACNE 5 mg, capsule molle ?\n- 3. COMMENT PRENDRE CURACNE 5 mg, capsule molle ?\n- 4. QUELS SONT LES EFFETS INDESIRABLES EVENTUELS ?\n- 5. COMMENT CONSERVER CURACNE 5 mg, capsule molle ?\n- 6. INFORMATIONS SUPPLEMENTAIRES\n\n## 1. QU'EST-CE QUE CURACNE 5 mg, capsule molle ET DANS QUELS CAS EST-IL UTILISE ?"", ""## Forme pharmaceutique et contenu\n\n## Qu'est-ce que CURACNE et contenu de l'emballage extérieur ?\n\nCe médicament se présente sous forme de capsule molle. Boîte de 30.\n\nChaque capsule de 5 mg est constituée d'une enveloppe de gélatine opaque bicolore rouge/brun et crème, renfermant une substance jaune brillant/orange et portant le logo « 5 » imprimé sur un des côtés"", ""- (4) Dosages à réaliser tous les 3 mois en suivi, sauf lorsque des circonstances médicales particulières justifient des contrôles plus fréquents\n\nLes patients doivent être avertis qu'ils ne devront jamais donner ce médicament à une personne de leur entourage, et qu'ils doivent rapporter toutes les capsules non utilisées à leur pharmacien à la fin du traitement.\n\n## Guide du pharmacien pour la délivrance de l'isotrétinoïne\n\n## Pharmaciens\n\n## Brochure pour la délivrance de CURACNE"", ""## CURACNE contient de l'huile de soja.\n\nNe prenez pas ce médicament si vous êtes allergique à l'arachide ou au soja.\n\n## 3. COMMENT PRENDRE CURACNE 5 mg, capsule molle ?\n\n## Instructions pour un bon usage\n\nSans objet.\n\n## Posologie, Mode et/ou voie(s) d'administration, Fréquence d'administration et Durée du traitement\n\n## Posologie :\n\nPrenez toujours CURACNE en suivant à la lettre les recommandations de votre médecin. En cas de doute, consultez votre médecin ou votre pharmacien."", ""Le traitement par CURACNE doit être prescrit et surveillé par un médecin ayant une bonne expérience dans l'utilisation et le suivi des rétinoïdes dans le traitement des acnés sévères.\n\nCURACNE n'est pas indiqué pour traiter les acnés survenant avant la puberté et n'est pas recommandé avant l'âge de 12 ans.\n\n## 2. QUELLES SONT LES INFORMATIONS A CONNAITRE AVANT DE PRENDRE CURACNE 5 mg, capsule molle ?\n\n## Liste des informations nécessaires avant la prise du médicament""]","Ceci signifie que : la dose recommandée par jour de Curacne 5mg capsule est de 0,5 mg/kg par jour, répartie en 2 prises. Cette dose peut être ajustée en fonction de la réponse au traitement et de la tolérance au médicament."," La dose usuelle de CURACNE est de 0,5 mg par kilogramme par jour . Pour la plupart des patients, une plage de 0,5 à 1,0 mg/Kg/jour.",0.0,0.8375347211028829,0.8766666666491333,0.5,0.46374647015622905,0.8549858806249163,Q38
Quels sont les médicaments à ne pas utiliser avec METRONIDAZOLE BEKER 250mg ?,"[""PHARMACIEN. En particulier:\n\nRe  and ye  cadans, moele), + Du  Géulirame (utisé dans la  prévention des rechues au  cour de falcooo-dépendnce). sez  avec précauton  Metronidazole BEKER® vec: fampicne nm, tes niconiisvantsnducteurs e a\n\nazymatiques tls quel carbamazepine.\n\n## $-OFOSSESSE ET ALLATENEMT\n\nRene nn Pme e  onne a se  de ce médicament. c dérier  'latement  pendant  la  pri"", ""<!-- image -->\n\n## Métronidazole Mécronidazole\n\nGélules 250  mg  et 500  mg\n\n## :FORME      :  Gélues Bote  de 30 gues. ET  PRESENTATION: Metronidazole g BEKER® 250  m Metronidazole  Bote de 20 gues. BEKER? 500  mg: Ges\n\nGrane  gee  cer: ae    me i  EN  ane -\\_ a  o   Sone de ane, ay de  rune, ae. nam ) Sept,rye e tae,  ge 129 12), émane  C ple,\n\n500  mg elcamosino  2),  u  patent,  onde  do  tae,  nye  oen, éaine. (E1 22 D d Aronbineamaisne  1 pate V do one g\n\n'Azorubinelcarmoisine (E122)"", ""## Dénomination du médicament\n\n<!-- image -->\n\n## METHERGIN 0,25 mg/ml, solution buvable\n\nMaléate de méthylergométrine\n\n## Encadré\n\n## Veuillez lire attentivement l'intégralité de cette notice avant d'utiliser ce médicament.\n\n- · Gardez cette notice, vous pourriez avoir besoin de la relire.\n- · Si vous avez d'autres questions, si vous avez un doute, demandez plus d'informations à votre médecin ou votre pharmacien."", ""Liste des excipients dont la connais~nct est neces~irt' pour unt ulili~tion ~111 risque chez certains patients\n\nSaccharose, 4R rouge cochenille, E211 benzoate de sodium.\n\n## COMMENT UTILISER CE MEDICAMENT\n\n## ~\n\npr\n\nOROKEN\n\ng/5\n\nml est\n\npréronsée chez\n\nl'enfant de\n\n6d30\n\nmois, e prises; La présentat ~ litre indica 6 mois est de 4 mg/kg et par prise\n\nDAN OUS lES [A5 SE CONFORMER STRICTEMENr A l'ORDONNANCE DE VOTRE MEDE(W\n\n## Mode et voie d'administration\n\nVoeOlae."", ""<!-- image -->\n\nANSM - Mis à jour le : 15/02/2013\n\n## Dénomination du médicament\n\n## BECLOJET 250 microgrammes/dose, solution pour inhalation en flacon pressurisé Dipropionate de béclométasone\n\n## Encadré\n\n## Veuillez lire attentivement l'intégralité de cette notice avant d'utiliser ce médicament."", ""D'une fagon générale, il  convient, au cours de la grossesse ou de Pallaitement de toujours demander l'avis de votre médecin ou de votre pharmacien  avant  d'utiliser un  médicament.\n\n<!-- image -->\n\n## COMMENT PRENDRE CE MÉDICAMENT\n\nMode  et  vole  d'administration\n\nLa dose initiale  recommandée est de 1600 mg/jour (4x400 mg) soit 2 élules matin et soir.""]","Ceci signifie que les médicaments qui ne doivent pas être utilisés avec Métronidazole BEKER 250mg sont les médicaments injectables contenant du procaïnamide, le disulfirame, la cimétidine et les médicaments contenant des ions métalliques tels que les antiacides contenant du magnésium ou de l'aluminium, les sels de fer, etc.","Il ne faut pas associer ce médicament avec : Le disulfirame (utilisé dans le traitement de l’alcoolo-dépendance),le busulfan ( utiliser pour traiter certaines maladies du sang et dans la préparation à la greffe de moelle).Certains inducteurs enzymatiques comme la carbamazépine.",0.5714285714285714,0.9861943941055328,0.8333333333055556,1.0,0.2641786165190001,0.5112599206214551,Q39
Quels sont les signe d'un surdosage accidentel de oxynorm 20mg 2ml sol pour inj?,"['## La substance active est:\n\nOxcarbazépine ................................................................................................................................. 150 mg\n\nPour un comprimé pelliculé.\n\n## Les autres composants sont:', ""OxyNorm 10 mg/ml, 1 ml ampoule\n\nBE339814\n\nOxyNorm 10 mg/ml, 2 ml ampoule\n\nBE339823\n\nPour  toute  information  relative  au  présent  médicament,  veuillez  prendre  contact  avec votre  médecin  ou  votre  pharmacien.    Si  vous  le  souhaitez,  vous  pouvez  également prendre contact avec le détenteur d'enregistrement du médicament à savoir.\n\nMode de délivrance : Médicament soumis à prescription médicale."", ""En cas de surdosage ou d'intoxication accidentelle, prévenir immédiatement votre médecin.\n\n## Instructions en cas d'omission d'une ou de plusieurs doses\n\n## Si vous oubliez de prendre ISORYTHM L.P. 250 mg, gélule à libération prolongée:\n\nNe prenez pas de dose double pour compenser la dose que vous avez oublié de prendre, mais continuez votre traitement normalement.\n\n## Risque de syndrome de sevrage\n\nSans objet.\n\n## 4. QUELS SONT LES EFFETS INDESIRABLES EVENTUELS ?"", ""## Ce  médicament  est  autorisé  dans  les  Etats  membres  de  l'Espace  Economique Européen sous les noms suivants :\n\nAllemagne\n\nOxygesic injekt 10 mg/ml\n\nBelgique\n\nOxyNorm 10 mg/ml\n\nIslande\n\nOxyNorm 10 mg/ml\n\nLuxembourg\n\nOxyNorm 10 mg/ml\n\nPortugal\n\nOxyNorm 10 mg/ml\n\nLa dernière date à laquelle cette notice a été révisée est: 06/2016"", ""## NOTICE : INFORMATION DE L'UTILISATEUR\n\n## OxyNorm 10 mg/ml, solution injectable/solution à diluer injectable ou perfusion\n\n## chlorhydrate d'oxycodone\n\n## Veuillez lire attentivement cette notice avant d'utiliser ce médicament car elle contient des informations importantes pour vous.\n\n- -Gardez cette notice. Vous pourriez avoir besoin de la relire.\n- -Si vous avez  d'autres questions, interrogez votre médecin ou votre pharmacien."", ""En cas de Trouble panique avec ou sans agoraphobie, d'insuffisance hépatique et chez les personnes de plus de 65ans : Une posologie initiale de 5 mg par JOUrest recommandée, avant !.Ile augmentation à 10 mg par jour.\n\nLa sécurrté à des posologies supéneures à 20 mg par jour n'a pas été démontrée\n\nTaJoprel est adlTllnistré en une seule pnse journalière pendant les repas ou à distance de ceux-ci. L'arrêt brutal doit être éVIté\n\n## Surdosage :""]","Ceci signifie que : si une personne prend accidentellement une dose supérieure à la dose prescrite d'OxyNorm, elle doit contacter immédiatement son médecin.","Les signes d'un surdosage d'OxyNorm peuvent être : pupilles dilatées, insuffisance respiratoire, somnolence, déficience musculaire, pouls ralenti, hypotension. Dans les cas les plus sévères, une perte de conscience , une accumulation de liquide dans les poumons et un collapsus circulatoire peuvent se développer, pouvant entraîner la mort.",0.0,0.6756560626776856,0.36666666664833336,0.5,0.1384993114849844,0.5539972459399376,Q40
